transaction_id,source_account,destination_account,amount,timestamp
TXN_001929,ACC_0240,ACC_0154,4861.5,2026-01-22 18:53:27.517784
TXN_003281,ACC_0205,ACC_0113,3707.31,2026-01-22 19:00:08.051997
TXN_000241,ACC_0432,ACC_0493,5862.19,2026-01-22 19:01:37.195668
TXN_007063,ACC_0356,ACC_0086,2727.2,2026-01-22 19:06:13.695733
TXN_006815,ACC_0266,ACC_0443,2881.97,2026-01-22 19:10:20.074170
TXN_008141,ACC_0169,ACC_0227,1507.16,2026-01-22 19:11:45.966910
TXN_004918,ACC_0145,ACC_0361,3547.3,2026-01-22 19:13:05.523708
TXN_004459,ACC_0167,ACC_0143,688.56,2026-01-22 19:18:14.509180
TXN_001438,ACC_0219,ACC_0148,4097.51,2026-01-22 19:20:52.475638
TXN_004026,ACC_0118,ACC_0156,2144.97,2026-01-22 19:21:47.725723
TXN_003376,ACC_0213,ACC_0004,1952.09,2026-01-22 19:23:07.426527
TXN_000171,ACC_0218,ACC_0489,12284.57,2026-01-22 19:24:05.186066
TXN_002908,ACC_0167,ACC_0012,756.51,2026-01-22 19:24:22.861302
TXN_006104,ACC_0305,ACC_0349,3932.61,2026-01-22 19:25:25.193310
TXN_000242,ACC_0493,ACC_0453,5569.08,2026-01-22 19:25:37.285856
TXN_009641,ACC_0433,ACC_0300,1561.85,2026-01-22 19:26:15.059977
TXN_008347,ACC_0430,ACC_0305,517.36,2026-01-22 19:27:07.699190
TXN_003936,ACC_0162,ACC_0457,1739.01,2026-01-22 19:28:08.898354
TXN_005018,ACC_0145,ACC_0013,118.78,2026-01-22 19:34:50.749253
TXN_004150,ACC_0267,ACC_0094,2326.59,2026-01-22 19:37:52.119414
TXN_005443,ACC_0222,ACC_0245,3893.62,2026-01-22 19:42:15.015172
TXN_009208,ACC_0382,ACC_0097,1080.39,2026-01-22 19:44:12.468131
TXN_000335,ACC_0352,ACC_0497,11362.56,2026-01-22 19:45:58.013872
TXN_002141,ACC_0063,ACC_0359,494.32,2026-01-22 19:47:25.889297
TXN_000874,ACC_0129,ACC_0419,1204.89,2026-01-22 19:54:58.611226
TXN_000336,ACC_0497,ACC_0068,10794.43,2026-01-22 19:55:07.647679
TXN_008189,ACC_0376,ACC_0131,4357.42,2026-01-22 19:55:47.601602
TXN_009956,ACC_0400,ACC_0122,2754.72,2026-01-22 19:59:56.057819
TXN_005667,ACC_0416,ACC_0275,1988.13,2026-01-22 20:08:25.595738
TXN_006007,ACC_0161,ACC_0038,166.98,2026-01-22 20:14:39.864032
TXN_005207,ACC_0192,ACC_0439,3111.91,2026-01-22 20:22:06.100764
TXN_006549,ACC_0361,ACC_0366,1253.17,2026-01-22 20:23:14.110309
TXN_009184,ACC_0262,ACC_0441,1854.16,2026-01-22 20:24:35.980155
TXN_000172,ACC_0489,ACC_0071,11670.34,2026-01-22 20:29:47.323834
TXN_009377,ACC_0275,ACC_0422,254.72,2026-01-22 20:29:51.852755
TXN_004476,ACC_0354,ACC_0373,1872.08,2026-01-22 20:33:38.420678
TXN_003097,ACC_0391,ACC_0184,4578.78,2026-01-22 20:39:54.649400
TXN_002128,ACC_0011,ACC_0042,1491.97,2026-01-22 21:09:50.293442
TXN_004664,ACC_0166,ACC_0402,772.81,2026-01-22 21:13:30.034806
TXN_006538,ACC_0185,ACC_0392,4861.13,2026-01-22 21:13:43.484434
TXN_001876,ACC_0429,ACC_0381,4773.39,2026-01-22 21:21:49.853095
TXN_000562,ACC_0321,ACC_0451,4107.04,2026-01-22 21:26:14.383469
TXN_002274,ACC_0401,ACC_0106,4854.08,2026-01-22 21:26:49.163712
TXN_008053,ACC_0197,ACC_0224,517.22,2026-01-22 21:27:52.322641
TXN_002843,ACC_0136,ACC_0085,3977.2,2026-01-22 21:32:19.563039
TXN_008216,ACC_0348,ACC_0356,2017.07,2026-01-22 21:35:52.161237
TXN_006327,ACC_0316,ACC_0321,3481.59,2026-01-22 21:42:58.304206
TXN_005474,ACC_0170,ACC_0016,2370.66,2026-01-22 22:07:08.012909
TXN_004503,ACC_0414,ACC_0282,2617.48,2026-01-22 22:19:00.132668
TXN_009732,ACC_0058,ACC_0222,4910.55,2026-01-22 22:22:31.424045
TXN_006793,ACC_0003,ACC_0308,1104.73,2026-01-22 22:30:25.125254
TXN_004826,ACC_0097,ACC_0138,4348.92,2026-01-22 22:31:58.360315
TXN_000339,ACC_0153,ACC_0498,13489.13,2026-01-22 22:35:07.416782
TXN_002043,ACC_0194,ACC_0049,3640.9,2026-01-22 22:39:02.205383
TXN_007072,ACC_0238,ACC_0196,2785.23,2026-01-22 22:39:53.471975
TXN_007605,ACC_0143,ACC_0387,3854.52,2026-01-22 22:42:09.136824
TXN_003581,ACC_0014,ACC_0097,586.95,2026-01-22 22:46:00.267122
TXN_005256,ACC_0425,ACC_0447,1770.11,2026-01-22 22:47:39.665546
TXN_000231,ACC_0003,ACC_0492,6019.89,2026-01-22 22:48:39.474201
TXN_007965,ACC_0258,ACC_0393,3970.04,2026-01-22 22:49:27.360436
TXN_004818,ACC_0346,ACC_0152,1748.28,2026-01-22 22:50:24.641658
TXN_006570,ACC_0190,ACC_0178,4908.49,2026-01-22 22:51:38.260188
TXN_002935,ACC_0059,ACC_0199,2016.74,2026-01-22 22:53:58.663578
TXN_003331,ACC_0372,ACC_0416,488.49,2026-01-22 22:56:59.647058
TXN_008652,ACC_0376,ACC_0162,2958.45,2026-01-22 22:58:52.016037
TXN_006952,ACC_0250,ACC_0035,3056.98,2026-01-22 23:01:31.024817
TXN_000340,ACC_0498,ACC_0025,12814.68,2026-01-22 23:02:27.899127
TXN_005376,ACC_0470,ACC_0359,227.95,2026-01-22 23:05:25.714185
TXN_004531,ACC_0332,ACC_0026,2070.45,2026-01-22 23:09:56.033198
TXN_002591,ACC_0371,ACC_0328,3346.6,2026-01-22 23:11:02.575174
TXN_001395,ACC_0178,ACC_0120,860.81,2026-01-22 23:17:51.268913
TXN_008368,ACC_0315,ACC_0223,485.76,2026-01-22 23:27:30.904720
TXN_009681,ACC_0211,ACC_0407,1938.92,2026-01-22 23:31:00.094067
TXN_000968,ACC_0441,ACC_0384,3820.42,2026-01-22 23:39:21.605434
TXN_007476,ACC_0085,ACC_0404,3990.39,2026-01-22 23:39:26.952954
TXN_008871,ACC_0309,ACC_0105,4913.48,2026-01-22 23:43:08.515528
TXN_008789,ACC_0172,ACC_0375,2544.07,2026-01-22 23:43:15.287274
TXN_005435,ACC_0272,ACC_0109,3099.29,2026-01-22 23:44:48.247827
TXN_000398,ACC_0299,ACC_0220,2388.69,2026-01-22 23:47:51.044865
TXN_000232,ACC_0492,ACC_0236,5718.9,2026-01-22 23:53:30.856901
TXN_002982,ACC_0301,ACC_0219,4115.02,2026-01-22 23:58:12.004675
TXN_001473,ACC_0161,ACC_0467,2981.9,2026-01-23 00:02:19.092845
TXN_006350,ACC_0044,ACC_0313,3799.19,2026-01-23 00:06:46.002292
TXN_000914,ACC_0384,ACC_0263,4263.76,2026-01-23 00:07:50.121883
TXN_005705,ACC_0133,ACC_0299,3967.87,2026-01-23 00:10:15.712295
TXN_008055,ACC_0462,ACC_0292,3679.41,2026-01-23 00:16:05.583851
TXN_008890,ACC_0379,ACC_0114,3754.72,2026-01-23 00:36:57.604879
TXN_009560,ACC_0177,ACC_0334,4393.21,2026-01-23 00:42:19.975603
TXN_002553,ACC_0130,ACC_0260,1697.36,2026-01-23 00:43:26.348005
TXN_005028,ACC_0352,ACC_0358,256.76,2026-01-23 00:43:36.588085
TXN_001422,ACC_0226,ACC_0136,867.35,2026-01-23 00:46:25.448557
TXN_007016,ACC_0015,ACC_0199,1681.14,2026-01-23 00:46:36.766120
TXN_005373,ACC_0041,ACC_0331,4775.2,2026-01-23 00:46:54.050078
TXN_009061,ACC_0080,ACC_0408,2041.01,2026-01-23 00:48:20.323700
TXN_005193,ACC_0145,ACC_0075,3342.17,2026-01-23 00:50:34.759207
TXN_001745,ACC_0172,ACC_0425,3033.84,2026-01-23 00:51:38.487248
TXN_001342,ACC_0169,ACC_0311,3769.46,2026-01-23 00:53:15.315804
TXN_005944,ACC_0238,ACC_0343,4247.62,2026-01-23 00:54:40.295452
TXN_007418,ACC_0041,ACC_0111,4443.64,2026-01-23 00:59:41.768310
TXN_006905,ACC_0334,ACC_0205,3773.59,2026-01-23 01:05:26.112995
TXN_009603,ACC_0071,ACC_0163,3539.38,2026-01-23 01:05:34.574595
TXN_000435,ACC_0308,ACC_0207,1755.62,2026-01-23 01:06:31.478571
TXN_003183,ACC_0388,ACC_0060,4538.27,2026-01-23 01:09:48.350777
TXN_002743,ACC_0126,ACC_0279,2019.97,2026-01-23 01:11:22.486924
TXN_005058,ACC_0062,ACC_0419,3258.83,2026-01-23 01:19:21.062515
TXN_003418,ACC_0014,ACC_0430,2699.94,2026-01-23 01:22:29.507220
TXN_001117,ACC_0425,ACC_0307,3281.57,2026-01-23 01:28:26.023059
TXN_004493,ACC_0025,ACC_0250,4984.0,2026-01-23 01:34:03.866356
TXN_000898,ACC_0014,ACC_0097,405.5,2026-01-23 01:34:40.469560
TXN_005427,ACC_0206,ACC_0407,2525.71,2026-01-23 01:45:31.125955
TXN_002760,ACC_0239,ACC_0412,1589.91,2026-01-23 01:46:59.533934
TXN_005503,ACC_0362,ACC_0395,3739.42,2026-01-23 01:47:29.235316
TXN_009344,ACC_0014,ACC_0273,310.86,2026-01-23 01:49:00.287501
TXN_001402,ACC_0223,ACC_0144,2020.35,2026-01-23 01:59:44.343497
TXN_003603,ACC_0150,ACC_0439,2346.57,2026-01-23 02:00:21.895608
TXN_007935,ACC_0399,ACC_0352,2783.47,2026-01-23 02:09:14.138607
TXN_009245,ACC_0447,ACC_0271,4930.49,2026-01-23 02:11:31.932677
TXN_007663,ACC_0404,ACC_0284,1740.5,2026-01-23 02:15:20.775067
TXN_000677,ACC_0110,ACC_0235,394.4,2026-01-23 02:15:25.677963
TXN_003527,ACC_0359,ACC_0003,1322.13,2026-01-23 02:22:38.301163
TXN_001235,ACC_0433,ACC_0145,4750.42,2026-01-23 02:31:03.089375
TXN_002246,ACC_0094,ACC_0338,1271.85,2026-01-23 02:34:27.953411
TXN_002368,ACC_0259,ACC_0262,2855.21,2026-01-23 02:35:02.798738
TXN_005470,ACC_0194,ACC_0347,3717.3,2026-01-23 02:37:28.271238
TXN_003184,ACC_0460,ACC_0468,4757.5,2026-01-23 02:41:57.899074
TXN_001036,ACC_0297,ACC_0245,4049.82,2026-01-23 02:43:02.229396
TXN_002869,ACC_0413,ACC_0177,4870.93,2026-01-23 02:47:21.709172
TXN_004149,ACC_0304,ACC_0419,2687.31,2026-01-23 02:54:26.356428
TXN_004888,ACC_0386,ACC_0435,4237.3,2026-01-23 02:54:43.051337
TXN_003180,ACC_0091,ACC_0402,3519.45,2026-01-23 02:55:05.190282
TXN_008620,ACC_0254,ACC_0461,4863.66,2026-01-23 02:56:39.797303
TXN_004110,ACC_0131,ACC_0009,2202.67,2026-01-23 03:06:19.842369
TXN_008795,ACC_0235,ACC_0423,2766.72,2026-01-23 03:10:04.412969
TXN_001896,ACC_0225,ACC_0081,371.33,2026-01-23 03:11:21.828973
TXN_004814,ACC_0011,ACC_0024,4742.11,2026-01-23 03:11:34.454661
TXN_004865,ACC_0044,ACC_0392,4762.45,2026-01-23 03:12:20.957120
TXN_008463,ACC_0312,ACC_0026,1018.49,2026-01-23 03:26:39.375658
TXN_008418,ACC_0066,ACC_0177,3237.97,2026-01-23 03:43:33.872848
TXN_001826,ACC_0046,ACC_0316,4382.91,2026-01-23 03:52:31.359174
TXN_003364,ACC_0395,ACC_0133,4780.46,2026-01-23 03:53:04.528486
TXN_009749,ACC_0205,ACC_0413,869.37,2026-01-23 04:19:28.653381
TXN_009453,ACC_0175,ACC_0072,1363.42,2026-01-23 04:20:43.611864
TXN_009669,ACC_0007,ACC_0195,267.18,2026-01-23 04:21:44.535216
TXN_002734,ACC_0142,ACC_0152,4296.27,2026-01-23 04:28:47.470634
TXN_002612,ACC_0200,ACC_0202,1711.64,2026-01-23 04:30:55.423672
TXN_005797,ACC_0128,ACC_0424,238.97,2026-01-23 04:31:12.281356
TXN_000097,ACC_0476,ACC_0474,24353.3,2026-01-23 04:41:13.725075
TXN_004283,ACC_0450,ACC_0331,4738.36,2026-01-23 04:45:25.433073
TXN_007821,ACC_0424,ACC_0373,4682.63,2026-01-23 04:48:11.651081
TXN_004293,ACC_0241,ACC_0100,4067.48,2026-01-23 04:55:27.295036
TXN_004101,ACC_0439,ACC_0043,4017.36,2026-01-23 04:59:53.205856
TXN_000739,ACC_0359,ACC_0073,4917.29,2026-01-23 05:01:24.925415
TXN_008432,ACC_0323,ACC_0231,177.06,2026-01-23 05:03:26.125226
TXN_001474,ACC_0017,ACC_0083,3345.94,2026-01-23 05:05:01.458421
TXN_009547,ACC_0361,ACC_0386,2097.7,2026-01-23 05:05:48.627322
TXN_003301,ACC_0168,ACC_0232,3440.23,2026-01-23 05:05:51.706981
TXN_006397,ACC_0177,ACC_0262,611.32,2026-01-23 05:08:41.324325
TXN_004949,ACC_0051,ACC_0259,4131.95,2026-01-23 05:20:05.146182
TXN_007791,ACC_0289,ACC_0188,2465.64,2026-01-23 05:21:20.374446
TXN_005661,ACC_0275,ACC_0193,2890.56,2026-01-23 05:31:19.490807
TXN_008011,ACC_0442,ACC_0415,4327.71,2026-01-23 05:34:29.973832
TXN_003307,ACC_0376,ACC_0146,2233.6,2026-01-23 05:35:53.706363
TXN_005463,ACC_0218,ACC_0126,2694.44,2026-01-23 05:36:34.982726
TXN_005423,ACC_0214,ACC_0132,3846.32,2026-01-23 05:37:02.135002
TXN_002778,ACC_0050,ACC_0452,4306.53,2026-01-23 05:42:41.212209
TXN_002605,ACC_0319,ACC_0328,547.18,2026-01-23 05:42:57.948188
TXN_007045,ACC_0099,ACC_0419,2706.53,2026-01-23 05:43:47.610111
TXN_003573,ACC_0306,ACC_0329,540.45,2026-01-23 05:49:13.537209
TXN_007185,ACC_0220,ACC_0186,409.41,2026-01-23 05:55:02.975145
TXN_006272,ACC_0330,ACC_0096,3853.2,2026-01-23 06:02:01.386585
TXN_004892,ACC_0003,ACC_0007,1293.43,2026-01-23 06:03:10.389515
TXN_004886,ACC_0414,ACC_0002,3807.04,2026-01-23 06:03:13.403679
TXN_009879,ACC_0018,ACC_0001,852.76,2026-01-23 06:04:11.620444
TXN_003545,ACC_0021,ACC_0102,3602.04,2026-01-23 06:04:44.973383
TXN_008528,ACC_0383,ACC_0376,955.86,2026-01-23 06:06:21.510963
TXN_004191,ACC_0448,ACC_0104,789.86,2026-01-23 06:06:57.174748
TXN_004996,ACC_0306,ACC_0202,1125.28,2026-01-23 06:29:16.960409
TXN_003813,ACC_0180,ACC_0298,2483.98,2026-01-23 06:30:12.526447
TXN_007347,ACC_0458,ACC_0443,1281.56,2026-01-23 06:40:38.911064
TXN_004526,ACC_0437,ACC_0001,2930.89,2026-01-23 06:43:44.589364
TXN_007874,ACC_0197,ACC_0009,171.57,2026-01-23 06:47:22.927941
TXN_005857,ACC_0039,ACC_0469,3099.46,2026-01-23 06:51:03.723430
TXN_006056,ACC_0385,ACC_0083,1278.27,2026-01-23 06:54:48.523707
TXN_003211,ACC_0140,ACC_0060,787.68,2026-01-23 07:01:31.914835
TXN_004077,ACC_0209,ACC_0276,3422.26,2026-01-23 07:11:15.834425
TXN_007343,ACC_0401,ACC_0219,1722.56,2026-01-23 07:11:33.307903
TXN_004065,ACC_0127,ACC_0030,4394.83,2026-01-23 07:19:29.252006
TXN_001383,ACC_0107,ACC_0276,2907.78,2026-01-23 07:26:18.980087
TXN_001243,ACC_0186,ACC_0255,2850.03,2026-01-23 07:27:15.139574
TXN_004133,ACC_0277,ACC_0017,1890.75,2026-01-23 07:32:54.604332
TXN_000684,ACC_0385,ACC_0189,4336.01,2026-01-23 07:35:49.200887
TXN_001277,ACC_0198,ACC_0288,2724.31,2026-01-23 07:40:24.112520
TXN_000367,ACC_0254,ACC_0499,4481.75,2026-01-23 07:40:42.663870
TXN_006426,ACC_0262,ACC_0139,3016.22,2026-01-23 07:57:36.705292
TXN_005190,ACC_0463,ACC_0426,2389.83,2026-01-23 07:57:48.546503
TXN_006047,ACC_0188,ACC_0148,556.01,2026-01-23 07:58:19.766201
TXN_002926,ACC_0355,ACC_0247,1301.48,2026-01-23 07:58:42.172583
TXN_002623,ACC_0117,ACC_0437,4368.19,2026-01-23 08:03:43.345655
TXN_005514,ACC_0278,ACC_0428,817.5,2026-01-23 08:09:34.186598
TXN_004975,ACC_0343,ACC_0270,1128.05,2026-01-23 08:13:47.121512
TXN_002859,ACC_0025,ACC_0361,946.97,2026-01-23 08:21:29.498570
TXN_003914,ACC_0407,ACC_0228,4128.65,2026-01-23 08:38:44.384699
TXN_000568,ACC_0124,ACC_0450,4567.24,2026-01-23 08:43:38.262319
TXN_004649,ACC_0422,ACC_0048,4801.19,2026-01-23 08:45:34.413286
TXN_000614,ACC_0367,ACC_0294,3829.45,2026-01-23 08:51:52.383239
TXN_009780,ACC_0313,ACC_0382,4446.66,2026-01-23 08:56:53.863138
TXN_006891,ACC_0242,ACC_0391,3794.32,2026-01-23 09:04:53.197309
TXN_005718,ACC_0157,ACC_0191,3999.13,2026-01-23 09:08:39.738656
TXN_007626,ACC_0459,ACC_0289,2348.71,2026-01-23 09:12:48.091806
TXN_007091,ACC_0176,ACC_0230,485.2,2026-01-23 09:21:26.392655
TXN_003578,ACC_0230,ACC_0141,1125.86,2026-01-23 09:25:10.447606
TXN_001606,ACC_0331,ACC_0058,3478.63,2026-01-23 09:25:53.122671
TXN_008839,ACC_0155,ACC_0435,499.55,2026-01-23 09:29:46.927970
TXN_003661,ACC_0147,ACC_0110,3411.72,2026-01-23 09:34:15.782962
TXN_000368,ACC_0499,ACC_0404,4257.66,2026-01-23 09:39:38.538948
TXN_000787,ACC_0183,ACC_0321,3955.11,2026-01-23 09:41:42.164679
TXN_008301,ACC_0356,ACC_0223,3762.14,2026-01-23 09:42:07.273672
TXN_009354,ACC_0061,ACC_0145,4743.2,2026-01-23 09:45:17.328279
TXN_001081,ACC_0224,ACC_0456,4951.36,2026-01-23 10:02:55.142045
TXN_000837,ACC_0189,ACC_0231,936.4,2026-01-23 10:05:04.580332
TXN_004900,ACC_0276,ACC_0260,4572.85,2026-01-23 10:15:01.486728
TXN_006748,ACC_0071,ACC_0223,4681.19,2026-01-23 10:15:05.817355
TXN_009405,ACC_0219,ACC_0292,885.64,2026-01-23 10:26:40.426695
TXN_003709,ACC_0309,ACC_0215,3179.14,2026-01-23 10:28:49.194886
TXN_006861,ACC_0098,ACC_0279,1127.36,2026-01-23 10:30:45.218282
TXN_006906,ACC_0105,ACC_0136,2248.13,2026-01-23 10:32:52.911199
TXN_005639,ACC_0008,ACC_0041,3196.82,2026-01-23 10:33:10.167923
TXN_000062,ACC_0472,ACC_0473,21986.71,2026-01-23 10:34:21.939975
TXN_003076,ACC_0382,ACC_0316,3831.82,2026-01-23 10:34:29.493681
TXN_000901,ACC_0282,ACC_0048,3366.96,2026-01-23 10:36:10.073588
TXN_000939,ACC_0364,ACC_0039,629.56,2026-01-23 10:39:20.108889
TXN_004648,ACC_0449,ACC_0222,2302.59,2026-01-23 10:42:07.554649
TXN_009667,ACC_0277,ACC_0201,510.23,2026-01-23 10:45:33.534215
TXN_004203,ACC_0413,ACC_0219,2476.91,2026-01-23 10:46:48.653470
TXN_006361,ACC_0118,ACC_0123,3287.87,2026-01-23 10:57:48.115281
TXN_002098,ACC_0192,ACC_0294,1088.73,2026-01-23 11:00:27.975861
TXN_007651,ACC_0139,ACC_0278,4275.8,2026-01-23 11:02:03.624424
TXN_000497,ACC_0189,ACC_0178,4341.16,2026-01-23 11:04:16.095196
TXN_000652,ACC_0081,ACC_0150,928.52,2026-01-23 11:07:46.935317
TXN_002401,ACC_0013,ACC_0372,4614.13,2026-01-23 11:08:36.567523
TXN_008701,ACC_0179,ACC_0430,1903.19,2026-01-23 11:11:41.821155
TXN_009529,ACC_0205,ACC_0446,2934.05,2026-01-23 11:21:39.038375
TXN_003986,ACC_0030,ACC_0163,2269.23,2026-01-23 11:28:16.562099
TXN_003216,ACC_0347,ACC_0345,2703.64,2026-01-23 11:30:38.944410
TXN_001791,ACC_0405,ACC_0295,703.05,2026-01-23 11:34:33.740823
TXN_002185,ACC_0065,ACC_0091,975.05,2026-01-23 11:38:19.342686
TXN_004434,ACC_0223,ACC_0032,1920.34,2026-01-23 11:44:31.805578
TXN_002092,ACC_0233,ACC_0125,3276.74,2026-01-23 11:54:02.821420
TXN_008057,ACC_0314,ACC_0099,636.38,2026-01-23 12:05:26.055466
TXN_006144,ACC_0301,ACC_0155,4174.8,2026-01-23 12:10:00.374149
TXN_002008,ACC_0192,ACC_0458,2589.78,2026-01-23 12:15:30.185185
TXN_002690,ACC_0104,ACC_0333,272.36,2026-01-23 12:16:59.002434
TXN_006276,ACC_0377,ACC_0007,2635.12,2026-01-23 12:22:14.271844
TXN_001709,ACC_0193,ACC_0378,1723.36,2026-01-23 12:25:54.730010
TXN_005733,ACC_0079,ACC_0035,2435.86,2026-01-23 12:27:29.334322
TXN_001317,ACC_0387,ACC_0137,4097.18,2026-01-23 12:32:18.980185
TXN_006788,ACC_0193,ACC_0237,2758.69,2026-01-23 12:49:22.526336
TXN_001338,ACC_0047,ACC_0102,2836.68,2026-01-23 12:50:00.221272
TXN_009458,ACC_0429,ACC_0174,961.72,2026-01-23 12:50:47.644848
TXN_008295,ACC_0210,ACC_0304,2798.39,2026-01-23 12:53:31.820180
TXN_008514,ACC_0123,ACC_0352,113.03,2026-01-23 13:03:45.647174
TXN_008852,ACC_0191,ACC_0455,2369.31,2026-01-23 13:06:26.651932
TXN_008924,ACC_0407,ACC_0260,2700.93,2026-01-23 13:06:30.487525
TXN_002875,ACC_0467,ACC_0103,686.2,2026-01-23 13:08:26.784306
TXN_001813,ACC_0019,ACC_0023,1318.42,2026-01-23 13:16:22.459805
TXN_006152,ACC_0278,ACC_0039,1701.39,2026-01-23 13:17:19.967689
TXN_005861,ACC_0197,ACC_0403,3374.53,2026-01-23 13:20:37.625927
TXN_003227,ACC_0162,ACC_0407,3940.36,2026-01-23 13:29:09.132709
TXN_006372,ACC_0102,ACC_0059,1428.52,2026-01-23 13:35:02.363216
TXN_004879,ACC_0266,ACC_0097,3211.86,2026-01-23 13:44:54.011556
TXN_001761,ACC_0411,ACC_0200,4591.82,2026-01-23 13:46:11.030953
TXN_003930,ACC_0090,ACC_0380,147.62,2026-01-23 13:47:21.292432
TXN_007977,ACC_0242,ACC_0253,574.29,2026-01-23 13:48:29.221077
TXN_002501,ACC_0103,ACC_0048,1127.54,2026-01-23 13:54:16.241263
TXN_000233,ACC_0205,ACC_0492,8832.07,2026-01-23 13:55:31.006439
TXN_003011,ACC_0217,ACC_0160,1125.77,2026-01-23 14:02:22.201673
TXN_008661,ACC_0421,ACC_0233,1093.77,2026-01-23 14:11:28.063962
TXN_007846,ACC_0241,ACC_0437,1627.07,2026-01-23 14:14:30.063072
TXN_007444,ACC_0040,ACC_0062,144.6,2026-01-23 14:17:31.174287
TXN_005757,ACC_0182,ACC_0340,498.06,2026-01-23 14:18:34.511708
TXN_000897,ACC_0130,ACC_0121,560.07,2026-01-23 14:26:56.093030
TXN_000102,ACC_0471,ACC_0472,8942.46,2026-01-23 14:33:58.603291
TXN_002839,ACC_0437,ACC_0456,4650.24,2026-01-23 14:39:27.191908
TXN_000520,ACC_0003,ACC_0247,4727.89,2026-01-23 14:40:35.906842
TXN_000234,ACC_0492,ACC_0194,8390.47,2026-01-23 14:42:19.725629
TXN_009051,ACC_0379,ACC_0360,498.41,2026-01-23 14:50:53.424110
TXN_009475,ACC_0225,ACC_0330,130.35,2026-01-23 14:55:07.888433
TXN_002039,ACC_0419,ACC_0384,4075.27,2026-01-23 15:08:33.907047
TXN_007635,ACC_0286,ACC_0345,1852.97,2026-01-23 15:23:47.542958
TXN_008744,ACC_0383,ACC_0123,2971.68,2026-01-23 15:25:15.618799
TXN_008289,ACC_0012,ACC_0010,904.24,2026-01-23 15:26:08.545113
TXN_004255,ACC_0101,ACC_0145,109.58,2026-01-23 15:28:05.794036
TXN_003696,ACC_0180,ACC_0358,2055.4,2026-01-23 15:35:26.538486
TXN_007464,ACC_0319,ACC_0224,3061.31,2026-01-23 15:36:27.733379
TXN_002890,ACC_0132,ACC_0213,2362.35,2026-01-23 15:59:09.667106
TXN_006502,ACC_0362,ACC_0157,3782.36,2026-01-23 16:03:15.180681
TXN_003110,ACC_0268,ACC_0368,4568.49,2026-01-23 16:07:21.251478
TXN_000757,ACC_0243,ACC_0198,2135.53,2026-01-23 16:08:12.898360
TXN_001733,ACC_0311,ACC_0347,3040.4,2026-01-23 16:26:15.466224
TXN_005090,ACC_0417,ACC_0006,4660.87,2026-01-23 16:41:42.340642
TXN_003543,ACC_0015,ACC_0425,2188.36,2026-01-23 16:47:43.377200
TXN_004793,ACC_0423,ACC_0280,295.38,2026-01-23 16:48:07.101297
TXN_009402,ACC_0424,ACC_0340,132.23,2026-01-23 16:51:30.741830
TXN_006542,ACC_0283,ACC_0321,271.09,2026-01-23 16:57:18.822652
TXN_004319,ACC_0069,ACC_0166,3196.72,2026-01-23 16:58:42.023802
TXN_007717,ACC_0114,ACC_0443,3061.03,2026-01-23 17:03:00.667760
TXN_002621,ACC_0179,ACC_0438,4991.2,2026-01-23 17:19:39.667639
TXN_005902,ACC_0252,ACC_0025,2697.14,2026-01-23 17:34:50.147698
TXN_007481,ACC_0225,ACC_0034,156.82,2026-01-23 17:40:15.620135
TXN_003262,ACC_0202,ACC_0320,4173.82,2026-01-23 17:48:33.896195
TXN_008785,ACC_0235,ACC_0029,1595.94,2026-01-23 17:49:54.065973
TXN_001742,ACC_0296,ACC_0107,3595.76,2026-01-23 17:52:09.460082
TXN_002199,ACC_0311,ACC_0365,4579.22,2026-01-23 18:03:14.579235
TXN_007140,ACC_0430,ACC_0241,3196.08,2026-01-23 18:03:15.223701
TXN_005969,ACC_0188,ACC_0123,4124.12,2026-01-23 18:08:15.150774
TXN_001335,ACC_0215,ACC_0427,1511.12,2026-01-23 18:11:01.475874
TXN_008264,ACC_0406,ACC_0402,552.89,2026-01-23 18:11:26.456761
TXN_005075,ACC_0451,ACC_0386,2822.36,2026-01-23 18:11:42.907223
TXN_003338,ACC_0401,ACC_0019,3683.71,2026-01-23 18:18:06.587064
TXN_001963,ACC_0161,ACC_0326,347.08,2026-01-23 18:18:16.299374
TXN_006278,ACC_0453,ACC_0089,1299.43,2026-01-23 18:20:45.823016
TXN_005181,ACC_0261,ACC_0150,2778.46,2026-01-23 18:29:12.271235
TXN_001213,ACC_0275,ACC_0225,1898.18,2026-01-23 18:33:57.856318
TXN_002281,ACC_0239,ACC_0433,472.9,2026-01-23 18:35:56.580053
TXN_000024,ACC_0485,ACC_0481,18362.7,2026-01-23 18:39:23.373373
TXN_009244,ACC_0141,ACC_0046,769.92,2026-01-23 18:42:46.416900
TXN_003683,ACC_0259,ACC_0323,838.56,2026-01-23 18:42:51.625739
TXN_002259,ACC_0009,ACC_0064,4532.84,2026-01-23 18:51:02.154809
TXN_002698,ACC_0077,ACC_0440,1745.88,2026-01-23 18:56:01.960945
TXN_003056,ACC_0254,ACC_0445,1056.4,2026-01-23 18:58:21.269765
TXN_005790,ACC_0236,ACC_0351,3240.97,2026-01-23 19:10:26.870243
TXN_006200,ACC_0023,ACC_0092,2634.18,2026-01-23 19:14:07.043125
TXN_006907,ACC_0182,ACC_0406,1967.81,2026-01-23 19:14:08.906638
TXN_004356,ACC_0013,ACC_0329,4338.22,2026-01-23 19:18:03.445737
